martha81@ramirez-suarez.com,Male,*,White,*,Higher education,*,State-gov,*,<=50K
janice09@craig.biz,Male,*,White,*,Higher education,*,Self-emp-not-inc,*,<=50K
samuelspencer@hotmail.com,Male,*,White,*,Secondary education,*,Private,*,<=50K
enielsen@fields-miller.com,Male,*,Black,*,Secondary education,*,Private,*,<=50K
paul30@yahoo.com,Female,*,Black,*,Higher education,*,Private,*,<=50K
chelseysmith@yahoo.com,Female,*,White,*,Higher education,*,Private,*,<=50K
perkinsjames@hotmail.com,Female,*,Black,*,Secondary education,*,Private,*,<=50K
wrightethan@williams.info,Male,*,White,*,Secondary education,*,Self-emp-not-inc,*,>50K
cainamy@hotmail.com,Female,*,White,*,Higher education,*,Private,*,>50K
brittanymarshall@gmail.com,Male,*,White,*,Higher education,*,Private,*,>50K
shannon66@martin-moore.com,Male,*,Black,*,Higher education,*,Private,*,>50K
callahanryan@yahoo.com,Male,*,Asian-Pac-Islander,*,Higher education,*,State-gov,*,>50K
staceymendez@moore-fields.com,Female,*,White,*,Higher education,*,Private,*,<=50K
william68@guerra.com,Male,*,Black,*,Higher education,*,Private,*,<=50K
charles13@glenn.biz,Male,*,Amer-Indian-Eskimo,*,Secondary education,*,Private,*,<=50K
ssilva@gmail.com,Male,*,White,*,Secondary education,*,Self-emp-not-inc,*,<=50K
scottpaul@hotmail.com,Male,*,White,*,Secondary education,*,Private,*,<=50K
brendahernandez@gmail.com,Male,*,White,*,Secondary education,*,Private,*,<=50K
josephgilbert@johnson.net,Female,*,White,*,Higher education,*,Self-emp-not-inc,*,>50K
michaelramirez@carpenter.com,Male,*,White,*,Higher education,*,Private,*,>50K
theodore28@gmail.com,Female,*,Black,*,Secondary education,*,Private,*,<=50K
henry55@vincent.com,Male,*,Black,*,Secondary education,*,Federal-gov,*,<=50K
william26@hotmail.com,Male,*,White,*,Secondary education,*,Private,*,<=50K
latoya44@hotmail.com,Female,*,White,*,Secondary education,*,Private,*,<=50K
henrygraves@madden-mejia.com,Male,*,White,*,Higher education,*,Local-gov,*,>50K
tbradley@gmail.com,Male,*,White,*,Secondary education,*,Private,*,<=50K
alewis@rowland-petersen.com,Male,*,White,*,Secondary education,*,Private,*,<=50K
angela88@gmail.com,Male,*,White,*,Secondary education,*,Private,*,<=50K
andrew96@gutierrez.com,Male,*,White,*,Higher education,*,Local-gov,*,<=50K
hartmansarah@dudley.org,Male,*,Black,*,Higher education,*,Private,*,<=50K
todd55@hotmail.com,Male,*,White,*,Higher education,*,Private,*,<=50K
yolanda53@scott.org,Male,*,White,*,Higher education,*,Federal-gov,*,<=50K
reyestracey@gmail.com,Male,*,Black,*,Higher education,*,State-gov,*,<=50K
cbest@gmail.com,Male,*,White,*,Secondary education,*,Private,*,<=50K
williamsjeffrey@gmail.com,Male,*,White,*,Higher education,*,Private,*,<=50K
brookeabbott@hotmail.com,Female,*,White,*,Secondary education,*,Private,*,<=50K
perezaaron@krueger.com,Male,*,White,*,Higher education,*,Self-emp-not-inc,*,<=50K
